,overall,pace,shooting,passing,dribbling,defending,physic
575,79,74.0,49.0,74.0,74.0,76.0,85.0
576,79,74.0,68.0,79.0,76.0,72.0,69.0
577,79,85.0,74.0,71.0,83.0,44.0,64.0
578,79,80.0,76.0,76.0,82.0,48.0,61.0
579,79,76.0,64.0,75.0,80.0,78.0,73.0
580,79,93.0,70.0,70.0,87.0,23.0,63.0
581,79,91.0,76.0,75.0,79.0,49.0,74.0
582,79,74.0,44.0,65.0,67.0,78.0,76.0
583,79,90.0,68.0,70.0,84.0,36.0,58.0
584,79,72.0,72.0,72.0,77.0,78.0,88.0
585,79,92.0,62.0,72.0,80.0,74.0,74.0
586,79,73.0,49.0,69.0,72.0,77.0,77.0
587,79,61.0,62.0,77.0,73.0,73.0,68.0
588,79,62.0,34.0,61.0,50.0,80.0,80.0
589,79,83.0,73.0,77.0,80.0,47.0,56.0
590,79,72.0,81.0,60.0,73.0,35.0,71.0
591,79,70.0,67.0,76.0,81.0,62.0,79.0
592,79,64.0,63.0,76.0,78.0,70.0,66.0
593,79,75.0,42.0,63.0,68.0,79.0,78.0
594,79,85.0,50.0,63.0,71.0,79.0,75.0
595,79,81.0,71.0,75.0,82.0,65.0,67.0
596,79,77.0,37.0,70.0,76.0,78.0,76.0
597,79,69.0,47.0,72.0,70.0,81.0,74.0
598,79,90.0,78.0,71.0,83.0,44.0,63.0
599,79,78.0,49.0,71.0,77.0,76.0,75.0
600,79,77.0,76.0,68.0,73.0,38.0,88.0
601,79,70.0,68.0,72.0,72.0,79.0,82.0
602,79,85.0,64.0,72.0,74.0,75.0,76.0
603,79,60.0,71.0,85.0,77.0,62.0,64.0
604,79,76.0,76.0,74.0,82.0,29.0,56.0
605,79,75.0,69.0,77.0,84.0,45.0,62.0
606,79,78.0,53.0,66.0,67.0,80.0,75.0
607,79,80.0,64.0,74.0,83.0,28.0,68.0
608,79,80.0,57.0,73.0,74.0,78.0,83.0
609,79,84.0,77.0,75.0,81.0,35.0,66.0
610,79,85.0,64.0,79.0,81.0,72.0,78.0
611,79,75.0,72.0,82.0,79.0,39.0,57.0
612,79,77.0,75.0,63.0,78.0,43.0,75.0
613,79,84.0,77.0,72.0,81.0,45.0,79.0
614,79,90.0,73.0,72.0,83.0,37.0,50.0
615,79,89.0,74.0,74.0,82.0,49.0,70.0
616,79,54.0,63.0,71.0,64.0,80.0,84.0
617,79,83.0,80.0,76.0,82.0,30.0,62.0
618,79,77.0,52.0,70.0,76.0,78.0,70.0
619,79,75.0,73.0,78.0,77.0,70.0,75.0
620,79,73.0,64.0,72.0,73.0,78.0,80.0
621,79,74.0,61.0,75.0,75.0,77.0,73.0
622,79,64.0,59.0,77.0,77.0,68.0,66.0
623,79,58.0,31.0,58.0,57.0,79.0,80.0
624,79,70.0,73.0,77.0,80.0,56.0,73.0
625,79,75.0,40.0,59.0,63.0,79.0,80.0
626,79,58.0,45.0,66.0,63.0,79.0,78.0
629,79,71.0,39.0,58.0,64.0,80.0,75.0
630,79,76.0,79.0,58.0,78.0,33.0,72.0
631,79,65.0,80.0,76.0,77.0,70.0,69.0
632,79,75.0,62.0,72.0,73.0,75.0,87.0
633,79,62.0,66.0,71.0,69.0,80.0,75.0
634,79,76.0,76.0,76.0,81.0,42.0,55.0
635,79,71.0,77.0,59.0,75.0,29.0,75.0
636,79,82.0,80.0,61.0,73.0,45.0,80.0
637,79,84.0,53.0,69.0,76.0,75.0,73.0
638,79,56.0,40.0,52.0,50.0,80.0,79.0
639,79,60.0,57.0,63.0,61.0,77.0,77.0
640,79,56.0,49.0,47.0,56.0,80.0,76.0
641,79,81.0,50.0,70.0,72.0,76.0,81.0
642,79,64.0,35.0,62.0,61.0,78.0,82.0
643,79,73.0,58.0,75.0,75.0,78.0,74.0
644,79,76.0,73.0,75.0,80.0,74.0,69.0
645,79,85.0,78.0,66.0,73.0,32.0,74.0
646,79,77.0,44.0,58.0,68.0,78.0,80.0
647,79,79.0,78.0,67.0,78.0,27.0,68.0
649,79,71.0,77.0,81.0,77.0,64.0,80.0
650,79,53.0,33.0,65.0,56.0,78.0,83.0
651,79,88.0,79.0,69.0,79.0,38.0,75.0
652,79,71.0,77.0,67.0,71.0,47.0,86.0
653,79,53.0,45.0,55.0,48.0,80.0,79.0
654,79,55.0,51.0,61.0,58.0,78.0,76.0
655,79,77.0,59.0,73.0,76.0,77.0,76.0
656,79,81.0,64.0,74.0,80.0,76.0,73.0
657,79,79.0,54.0,76.0,77.0,74.0,76.0
658,79,83.0,53.0,69.0,75.0,76.0,77.0
659,79,71.0,73.0,79.0,81.0,66.0,68.0
660,79,71.0,69.0,81.0,79.0,66.0,68.0
661,79,77.0,75.0,72.0,79.0,33.0,67.0
662,79,66.0,49.0,66.0,68.0,79.0,78.0
663,79,78.0,66.0,72.0,75.0,76.0,74.0
664,79,87.0,74.0,72.0,80.0,36.0,66.0
665,79,65.0,81.0,74.0,80.0,34.0,67.0
666,79,80.0,81.0,65.0,69.0,34.0,77.0
668,79,65.0,78.0,74.0,85.0,43.0,59.0
669,79,36.0,52.0,67.0,63.0,80.0,76.0
670,79,69.0,67.0,73.0,75.0,78.0,73.0
671,79,84.0,79.0,78.0,83.0,40.0,71.0
672,79,48.0,69.0,84.0,82.0,66.0,60.0
673,79,51.0,38.0,50.0,51.0,78.0,82.0
674,79,56.0,32.0,59.0,53.0,80.0,75.0
675,79,58.0,79.0,78.0,79.0,41.0,66.0
676,79,50.0,49.0,69.0,70.0,80.0,71.0
677,79,74.0,61.0,76.0,72.0,79.0,75.0
678,79,74.0,78.0,76.0,80.0,61.0,67.0
679,79,65.0,46.0,59.0,59.0,79.0,75.0
680,79,65.0,79.0,78.0,80.0,67.0,77.0
681,79,68.0,70.0,76.0,78.0,71.0,74.0
683,79,63.0,61.0,71.0,74.0,80.0,68.0
684,79,74.0,79.0,61.0,79.0,34.0,64.0
685,79,47.0,74.0,81.0,76.0,67.0,67.0
686,79,86.0,78.0,73.0,83.0,29.0,65.0
687,79,60.0,74.0,79.0,70.0,75.0,79.0
688,79,74.0,65.0,73.0,77.0,79.0,71.0
689,79,67.0,71.0,79.0,82.0,62.0,65.0
690,79,74.0,78.0,63.0,72.0,35.0,80.0
691,79,84.0,78.0,73.0,81.0,42.0,62.0
692,79,80.0,64.0,71.0,74.0,78.0,81.0
693,79,82.0,64.0,75.0,76.0,71.0,76.0
694,79,71.0,37.0,62.0,66.0,80.0,74.0
695,79,67.0,76.0,64.0,74.0,42.0,72.0
696,79,69.0,78.0,69.0,75.0,48.0,82.0
698,79,74.0,68.0,78.0,82.0,79.0,74.0
699,79,92.0,76.0,73.0,82.0,42.0,72.0
700,79,78.0,72.0,77.0,78.0,75.0,76.0
701,79,69.0,77.0,62.0,70.0,37.0,82.0
702,79,62.0,67.0,75.0,84.0,54.0,45.0
703,79,64.0,68.0,80.0,81.0,63.0,66.0
705,79,69.0,54.0,75.0,74.0,79.0,69.0
706,79,75.0,74.0,79.0,84.0,41.0,54.0
707,79,62.0,73.0,81.0,82.0,56.0,58.0
708,79,53.0,55.0,66.0,54.0,79.0,83.0
709,79,72.0,75.0,78.0,81.0,40.0,45.0
710,79,81.0,77.0,73.0,77.0,49.0,76.0
711,79,61.0,79.0,63.0,75.0,38.0,73.0
712,79,72.0,63.0,74.0,71.0,79.0,72.0
713,79,74.0,70.0,71.0,72.0,79.0,76.0
715,79,52.0,42.0,63.0,59.0,80.0,76.0
716,79,71.0,77.0,69.0,78.0,36.0,81.0
717,79,68.0,80.0,78.0,82.0,42.0,70.0
718,79,76.0,80.0,77.0,79.0,43.0,68.0
719,79,67.0,71.0,76.0,75.0,75.0,78.0
720,79,74.0,74.0,77.0,79.0,72.0,76.0
721,79,71.0,70.0,74.0,74.0,78.0,76.0
722,79,49.0,53.0,60.0,56.0,79.0,84.0
723,79,76.0,76.0,76.0,79.0,41.0,75.0
724,79,54.0,63.0,76.0,73.0,76.0,71.0
726,79,82.0,73.0,60.0,78.0,33.0,78.0
727,79,76.0,67.0,74.0,73.0,78.0,76.0
728,79,71.0,61.0,74.0,77.0,71.0,77.0
729,79,83.0,49.0,73.0,79.0,73.0,67.0
730,79,81.0,72.0,75.0,84.0,46.0,54.0
731,79,77.0,79.0,78.0,78.0,55.0,67.0
732,79,70.0,76.0,64.0,76.0,33.0,66.0
733,79,57.0,66.0,70.0,70.0,79.0,84.0
734,79,75.0,60.0,75.0,75.0,78.0,75.0
735,79,83.0,71.0,72.0,81.0,75.0,69.0
736,79,76.0,79.0,68.0,73.0,30.0,75.0
737,79,80.0,80.0,66.0,75.0,38.0,73.0
738,79,68.0,41.0,44.0,59.0,80.0,74.0
739,79,51.0,54.0,59.0,57.0,79.0,83.0
740,79,70.0,67.0,73.0,76.0,74.0,77.0
741,79,55.0,81.0,53.0,71.0,30.0,86.0
742,79,82.0,75.0,60.0,75.0,48.0,80.0
743,79,64.0,73.0,79.0,71.0,80.0,82.0
744,79,79.0,51.0,70.0,78.0,77.0,67.0
745,79,70.0,48.0,60.0,52.0,79.0,78.0
746,79,71.0,70.0,70.0,72.0,80.0,83.0
748,79,84.0,79.0,65.0,80.0,27.0,66.0
749,79,70.0,48.0,60.0,52.0,79.0,78.0
750,79,81.0,57.0,72.0,76.0,78.0,74.0
752,79,84.0,79.0,65.0,80.0,27.0,66.0
754,78,94.0,77.0,68.0,81.0,22.0,64.0
755,78,62.0,37.0,64.0,68.0,77.0,77.0
756,78,70.0,66.0,75.0,79.0,64.0,67.0
757,78,87.0,66.0,74.0,83.0,63.0,62.0
758,78,54.0,43.0,56.0,63.0,80.0,76.0
759,78,60.0,40.0,54.0,55.0,78.0,79.0
760,78,82.0,63.0,75.0,76.0,79.0,82.0
761,78,67.0,36.0,52.0,55.0,79.0,79.0
762,78,90.0,74.0,67.0,82.0,34.0,56.0
763,78,89.0,70.0,72.0,82.0,33.0,60.0
764,78,82.0,75.0,74.0,82.0,37.0,50.0
765,78,74.0,69.0,82.0,85.0,40.0,49.0
766,78,89.0,75.0,69.0,82.0,36.0,62.0
767,78,73.0,67.0,76.0,83.0,54.0,64.0
768,78,71.0,66.0,80.0,79.0,77.0,66.0
769,78,82.0,75.0,53.0,73.0,34.0,77.0
770,78,68.0,70.0,73.0,73.0,75.0,84.0
771,78,58.0,72.0,75.0,75.0,74.0,76.0
772,78,67.0,72.0,77.0,71.0,78.0,83.0
773,78,73.0,66.0,75.0,84.0,64.0,68.0
774,78,71.0,34.0,62.0,69.0,78.0,75.0
775,78,78.0,75.0,60.0,76.0,43.0,81.0
776,78,93.0,63.0,70.0,84.0,33.0,51.0
777,78,82.0,53.0,61.0,64.0,78.0,81.0
778,78,72.0,47.0,73.0,76.0,77.0,65.0
779,78,72.0,81.0,78.0,80.0,63.0,56.0
780,78,62.0,67.0,74.0,71.0,76.0,74.0
781,78,72.0,46.0,69.0,71.0,79.0,76.0
783,78,67.0,66.0,78.0,82.0,63.0,52.0
784,78,72.0,76.0,67.0,75.0,34.0,79.0
785,78,75.0,73.0,78.0,82.0,35.0,63.0
786,78,76.0,76.0,53.0,72.0,43.0,76.0
787,78,72.0,68.0,76.0,78.0,72.0,72.0
788,78,82.0,76.0,67.0,75.0,27.0,74.0
789,78,64.0,61.0,75.0,74.0,76.0,78.0
790,78,74.0,66.0,78.0,79.0,31.0,62.0
791,78,73.0,38.0,65.0,69.0,79.0,82.0
793,78,75.0,54.0,63.0,63.0,79.0,75.0
794,78,64.0,63.0,73.0,77.0,75.0,73.0
795,78,51.0,54.0,55.0,56.0,78.0,80.0
796,78,63.0,74.0,78.0,76.0,67.0,67.0
797,78,62.0,53.0,66.0,64.0,79.0,83.0
798,78,75.0,74.0,78.0,81.0,47.0,74.0
799,78,64.0,78.0,74.0,74.0,40.0,71.0
800,78,59.0,28.0,51.0,57.0,78.0,80.0
801,78,75.0,73.0,76.0,78.0,70.0,79.0
802,78,76.0,72.0,79.0,83.0,59.0,56.0
803,78,67.0,39.0,59.0,62.0,78.0,77.0
804,78,87.0,73.0,71.0,83.0,43.0,66.0
805,78,71.0,55.0,66.0,72.0,76.0,81.0
806,78,67.0,62.0,79.0,83.0,65.0,65.0
809,78,62.0,77.0,55.0,69.0,27.0,83.0
810,78,40.0,33.0,48.0,46.0,78.0,79.0
811,78,66.0,68.0,72.0,74.0,79.0,74.0
812,78,80.0,50.0,66.0,71.0,76.0,87.0
813,78,66.0,42.0,56.0,57.0,79.0,76.0
815,78,60.0,37.0,56.0,54.0,76.0,83.0
816,78,63.0,71.0,78.0,77.0,71.0,69.0
817,78,82.0,72.0,73.0,80.0,37.0,70.0
818,78,66.0,61.0,74.0,78.0,75.0,83.0
819,78,85.0,70.0,74.0,81.0,42.0,64.0
820,78,77.0,77.0,74.0,82.0,37.0,67.0
821,78,61.0,63.0,71.0,74.0,77.0,73.0
822,78,90.0,41.0,68.0,76.0,73.0,79.0
823,78,76.0,75.0,67.0,81.0,54.0,66.0
824,78,83.0,62.0,70.0,77.0,75.0,75.0
825,78,83.0,72.0,72.0,80.0,43.0,73.0
826,78,88.0,75.0,71.0,83.0,34.0,62.0
827,78,64.0,47.0,58.0,62.0,80.0,67.0
828,78,47.0,45.0,51.0,48.0,78.0,80.0
829,78,49.0,57.0,61.0,65.0,78.0,79.0
830,78,46.0,40.0,55.0,61.0,78.0,77.0
831,78,63.0,36.0,50.0,62.0,80.0,79.0
832,78,73.0,66.0,76.0,73.0,74.0,75.0
833,78,77.0,74.0,77.0,80.0,40.0,67.0
834,78,64.0,46.0,63.0,62.0,78.0,74.0
835,78,63.0,61.0,72.0,76.0,74.0,76.0
836,78,90.0,72.0,71.0,84.0,32.0,63.0
837,78,76.0,46.0,52.0,69.0,78.0,79.0
838,78,68.0,53.0,59.0,67.0,78.0,83.0
839,78,51.0,65.0,67.0,70.0,79.0,82.0
840,78,70.0,50.0,51.0,62.0,78.0,77.0
841,78,73.0,78.0,70.0,73.0,33.0,80.0
843,78,58.0,76.0,79.0,76.0,67.0,66.0
844,78,74.0,77.0,70.0,78.0,36.0,79.0
845,78,76.0,80.0,69.0,77.0,40.0,68.0
846,78,74.0,63.0,71.0,74.0,74.0,78.0
847,78,54.0,60.0,67.0,66.0,78.0,78.0
848,78,66.0,69.0,75.0,75.0,70.0,69.0
849,78,60.0,39.0,74.0,74.0,74.0,78.0
851,78,34.0,49.0,61.0,48.0,80.0,77.0
852,78,76.0,74.0,78.0,79.0,50.0,59.0
853,78,76.0,69.0,76.0,78.0,47.0,62.0
854,78,70.0,75.0,76.0,82.0,41.0,62.0
855,78,75.0,71.0,76.0,81.0,33.0,58.0
856,78,88.0,63.0,74.0,78.0,62.0,69.0
857,78,62.0,28.0,47.0,54.0,80.0,78.0
858,78,82.0,63.0,69.0,76.0,73.0,83.0
859,78,78.0,37.0,50.0,65.0,79.0,75.0
860,78,65.0,78.0,58.0,61.0,32.0,74.0
862,78,68.0,77.0,74.0,78.0,45.0,71.0
863,78,69.0,69.0,81.0,80.0,63.0,65.0
864,78,62.0,76.0,80.0,84.0,44.0,62.0
866,78,68.0,53.0,68.0,68.0,77.0,77.0
867,78,77.0,80.0,70.0,85.0,42.0,68.0
868,78,36.0,51.0,67.0,66.0,80.0,71.0
869,78,47.0,79.0,69.0,71.0,44.0,79.0
870,78,37.0,58.0,58.0,54.0,80.0,76.0
871,78,83.0,79.0,71.0,80.0,36.0,73.0
872,78,64.0,61.0,70.0,60.0,77.0,69.0
873,78,75.0,56.0,61.0,52.0,78.0,77.0
874,78,72.0,72.0,76.0,80.0,37.0,51.0
876,78,54.0,37.0,57.0,58.0,80.0,70.0
877,78,76.0,53.0,70.0,76.0,76.0,70.0
878,78,72.0,67.0,78.0,78.0,68.0,70.0
879,78,90.0,70.0,71.0,80.0,35.0,59.0
880,78,31.0,69.0,81.0,77.0,74.0,67.0
881,78,60.0,71.0,78.0,76.0,74.0,68.0
882,78,76.0,73.0,76.0,80.0,43.0,61.0
883,78,44.0,69.0,73.0,71.0,77.0,77.0
884,78,74.0,66.0,71.0,74.0,78.0,72.0
885,78,77.0,69.0,74.0,81.0,73.0,70.0
886,78,75.0,62.0,77.0,79.0,76.0,70.0
888,78,59.0,49.0,64.0,62.0,79.0,71.0
889,78,41.0,32.0,57.0,54.0,80.0,75.0
890,78,74.0,76.0,71.0,75.0,44.0,81.0
891,78,67.0,73.0,78.0,79.0,56.0,68.0
892,78,68.0,75.0,66.0,77.0,40.0,76.0
893,78,61.0,32.0,46.0,56.0,82.0,76.0
894,78,70.0,77.0,64.0,75.0,31.0,59.0
895,78,44.0,66.0,68.0,68.0,78.0,85.0
896,78,83.0,75.0,75.0,80.0,31.0,54.0
897,78,59.0,37.0,57.0,54.0,78.0,76.0
898,78,51.0,49.0,58.0,55.0,77.0,87.0
900,78,67.0,80.0,76.0,80.0,35.0,63.0
901,78,74.0,51.0,65.0,70.0,79.0,73.0
902,78,69.0,65.0,75.0,74.0,76.0,76.0
903,78,79.0,75.0,76.0,80.0,53.0,74.0
904,78,57.0,79.0,67.0,71.0,37.0,85.0
905,78,54.0,57.0,65.0,66.0,81.0,80.0
906,78,67.0,39.0,67.0,66.0,78.0,74.0
908,78,59.0,79.0,59.0,66.0,45.0,73.0
909,78,84.0,72.0,75.0,79.0,47.0,54.0
910,78,59.0,79.0,53.0,65.0,36.0,82.0
911,78,31.0,71.0,77.0,70.0,76.0,62.0
912,78,58.0,74.0,79.0,76.0,70.0,65.0
913,78,43.0,69.0,69.0,64.0,79.0,80.0
914,78,77.0,74.0,70.0,77.0,43.0,74.0
916,78,62.0,78.0,68.0,74.0,47.0,81.0
917,78,65.0,76.0,67.0,69.0,27.0,84.0
918,78,54.0,75.0,80.0,76.0,62.0,69.0
919,78,54.0,60.0,70.0,68.0,79.0,72.0
920,78,72.0,64.0,75.0,75.0,73.0,72.0
921,78,83.0,75.0,68.0,82.0,33.0,71.0
922,78,71.0,77.0,79.0,79.0,40.0,59.0
923,78,71.0,77.0,71.0,80.0,44.0,68.0
924,78,39.0,53.0,67.0,61.0,78.0,73.0
925,78,64.0,67.0,79.0,78.0,75.0,67.0
926,78,68.0,63.0,70.0,72.0,78.0,84.0
927,78,53.0,31.0,51.0,58.0,81.0,74.0
928,78,35.0,69.0,74.0,69.0,77.0,79.0
929,78,68.0,49.0,69.0,68.0,78.0,81.0
930,78,79.0,60.0,74.0,79.0,75.0,78.0
931,78,61.0,42.0,58.0,62.0,79.0,80.0
932,78,82.0,62.0,72.0,75.0,71.0,78.0
934,78,71.0,61.0,70.0,77.0,77.0,69.0
935,78,70.0,64.0,75.0,75.0,77.0,82.0
936,78,85.0,72.0,73.0,78.0,56.0,82.0
937,78,58.0,72.0,82.0,74.0,60.0,72.0
938,78,75.0,74.0,78.0,77.0,61.0,70.0
939,78,76.0,77.0,51.0,68.0,38.0,79.0
940,78,53.0,34.0,55.0,60.0,78.0,75.0
941,78,76.0,61.0,71.0,73.0,78.0,71.0
942,78,71.0,74.0,77.0,79.0,67.0,68.0
943,78,68.0,47.0,65.0,69.0,77.0,84.0
944,78,67.0,79.0,76.0,79.0,49.0,70.0
945,78,68.0,39.0,69.0,73.0,75.0,74.0
946,78,78.0,77.0,75.0,80.0,38.0,69.0
947,78,63.0,72.0,77.0,79.0,60.0,64.0
948,78,66.0,81.0,62.0,74.0,33.0,69.0
949,78,68.0,70.0,79.0,79.0,49.0,70.0
950,78,65.0,57.0,71.0,68.0,75.0,80.0
951,78,63.0,55.0,67.0,70.0,79.0,76.0
952,78,85.0,63.0,73.0,78.0,74.0,75.0
953,78,68.0,77.0,76.0,78.0,45.0,64.0
954,78,67.0,62.0,71.0,73.0,76.0,77.0
956,78,63.0,75.0,78.0,79.0,39.0,58.0
957,78,67.0,59.0,68.0,65.0,76.0,76.0
958,78,39.0,38.0,49.0,51.0,80.0,74.0
959,78,69.0,58.0,66.0,64.0,80.0,75.0
960,78,86.0,78.0,68.0,82.0,36.0,55.0
961,78,71.0,33.0,55.0,57.0,77.0,78.0
962,78,86.0,74.0,72.0,83.0,34.0,67.0
963,78,66.0,80.0,62.0,71.0,27.0,84.0
964,78,83.0,74.0,68.0,77.0,35.0,76.0
965,78,54.0,50.0,62.0,59.0,78.0,75.0
966,78,60.0,76.0,51.0,68.0,37.0,78.0
968,78,50.0,63.0,71.0,68.0,76.0,84.0
969,78,65.0,68.0,72.0,73.0,79.0,79.0
970,78,78.0,54.0,68.0,67.0,76.0,79.0
971,78,75.0,73.0,77.0,81.0,53.0,67.0
972,78,89.0,60.0,70.0,79.0,72.0,79.0
973,78,69.0,80.0,62.0,75.0,36.0,66.0
974,78,50.0,51.0,54.0,53.0,78.0,81.0
975,78,50.0,60.0,57.0,54.0,78.0,79.0
976,78,74.0,72.0,78.0,79.0,65.0,71.0
977,78,57.0,64.0,72.0,68.0,76.0,77.0
978,78,76.0,50.0,66.0,77.0,76.0,74.0
979,78,68.0,68.0,79.0,79.0,68.0,63.0
980,78,66.0,68.0,68.0,73.0,80.0,80.0
982,78,70.0,79.0,69.0,73.0,39.0,81.0
984,78,87.0,58.0,70.0,77.0,74.0,53.0
985,78,80.0,73.0,76.0,77.0,27.0,59.0
986,78,80.0,71.0,71.0,76.0,74.0,74.0
987,78,72.0,62.0,74.0,69.0,76.0,81.0
988,78,79.0,77.0,55.0,74.0,27.0,66.0
989,78,87.0,58.0,70.0,77.0,74.0,53.0
990,78,78.0,51.0,69.0,78.0,76.0,67.0
991,78,80.0,73.0,76.0,77.0,27.0,59.0
992,77,76.0,36.0,59.0,61.0,75.0,80.0
994,77,76.0,43.0,68.0,74.0,76.0,69.0
995,77,77.0,73.0,73.0,77.0,68.0,74.0
996,77,62.0,71.0,72.0,78.0,74.0,77.0
997,77,73.0,74.0,56.0,74.0,29.0,69.0
998,77,75.0,71.0,75.0,79.0,48.0,66.0
999,77,90.0,70.0,72.0,82.0,42.0,67.0
1000,77,74.0,75.0,75.0,77.0,50.0,63.0
1001,77,76.0,29.0,59.0,66.0,78.0,67.0
1002,77,88.0,68.0,72.0,82.0,71.0,73.0
1003,77,75.0,66.0,74.0,80.0,41.0,59.0
1004,77,76.0,73.0,74.0,77.0,28.0,62.0
1005,77,68.0,30.0,54.0,65.0,78.0,73.0
1006,77,77.0,42.0,68.0,72.0,76.0,76.0
1007,77,77.0,74.0,75.0,80.0,69.0,65.0
1008,77,78.0,71.0,74.0,79.0,72.0,71.0
1009,77,68.0,69.0,73.0,73.0,66.0,67.0
1010,77,75.0,55.0,70.0,74.0,77.0,76.0
1011,77,79.0,70.0,73.0,80.0,48.0,66.0
1012,77,78.0,50.0,71.0,74.0,75.0,69.0
1013,77,84.0,66.0,75.0,79.0,72.0,73.0
1014,77,77.0,75.0,59.0,76.0,39.0,71.0
1015,77,76.0,74.0,71.0,78.0,35.0,64.0
1016,77,79.0,75.0,69.0,77.0,41.0,74.0
1017,77,72.0,77.0,64.0,76.0,36.0,78.0
1018,77,59.0,71.0,74.0,76.0,67.0,76.0
1020,77,70.0,63.0,75.0,78.0,66.0,69.0
1021,77,91.0,74.0,58.0,78.0,39.0,75.0
1022,77,77.0,67.0,68.0,76.0,76.0,83.0
1023,77,91.0,56.0,68.0,74.0,71.0,80.0
1024,77,81.0,59.0,72.0,81.0,72.0,69.0
1025,77,87.0,62.0,72.0,79.0,70.0,72.0
1026,77,64.0,73.0,76.0,76.0,52.0,71.0
1027,77,81.0,78.0,76.0,80.0,63.0,70.0
1028,77,61.0,65.0,72.0,72.0,74.0,80.0
1029,77,88.0,70.0,66.0,80.0,32.0,65.0
1030,77,72.0,70.0,76.0,79.0,57.0,51.0
1031,77,91.0,51.0,69.0,73.0,72.0,82.0
1032,77,80.0,75.0,72.0,82.0,47.0,63.0
1033,77,62.0,22.0,52.0,55.0,78.0,74.0
1034,77,84.0,70.0,63.0,75.0,38.0,79.0
1035,77,69.0,75.0,73.0,80.0,55.0,62.0
1036,77,72.0,67.0,78.0,79.0,65.0,58.0
1037,77,71.0,41.0,55.0,62.0,77.0,67.0
1038,77,83.0,65.0,73.0,78.0,73.0,73.0
1039,77,69.0,75.0,69.0,77.0,38.0,68.0
1040,77,83.0,71.0,71.0,81.0,64.0,70.0
1041,77,71.0,64.0,68.0,72.0,74.0,80.0
1042,77,64.0,64.0,78.0,78.0,68.0,64.0
1043,77,80.0,62.0,75.0,84.0,72.0,68.0
1044,77,73.0,74.0,78.0,78.0,66.0,69.0
1045,77,79.0,59.0,68.0,78.0,74.0,62.0
1046,77,64.0,71.0,75.0,77.0,72.0,74.0
1047,77,76.0,40.0,64.0,69.0,76.0,80.0
1048,77,60.0,40.0,62.0,64.0,76.0,73.0
1049,77,76.0,75.0,76.0,78.0,74.0,78.0
1050,77,94.0,76.0,67.0,80.0,51.0,75.0
1051,77,65.0,71.0,75.0,79.0,67.0,74.0
1052,77,61.0,70.0,74.0,75.0,73.0,79.0
1053,77,76.0,67.0,76.0,77.0,70.0,69.0
1054,77,62.0,74.0,68.0,75.0,40.0,81.0
1055,77,76.0,46.0,66.0,67.0,78.0,77.0
1056,77,68.0,67.0,70.0,69.0,75.0,76.0
1057,77,79.0,68.0,72.0,79.0,63.0,66.0
1058,77,67.0,31.0,52.0,52.0,75.0,83.0
1059,77,59.0,58.0,79.0,76.0,65.0,66.0
1060,77,77.0,68.0,72.0,81.0,62.0,62.0
1061,77,56.0,37.0,52.0,57.0,76.0,77.0
1062,77,37.0,57.0,70.0,71.0,76.0,70.0
1063,77,69.0,74.0,78.0,75.0,65.0,70.0
1064,77,89.0,76.0,68.0,80.0,31.0,65.0
1065,77,66.0,60.0,75.0,73.0,72.0,72.0
1066,77,82.0,70.0,74.0,78.0,64.0,74.0
1067,77,65.0,31.0,52.0,62.0,77.0,78.0
1068,77,88.0,76.0,71.0,78.0,29.0,63.0
1069,77,67.0,50.0,68.0,70.0,77.0,80.0
1070,77,66.0,33.0,58.0,59.0,75.0,74.0
1071,77,71.0,75.0,74.0,79.0,40.0,69.0
1073,77,84.0,71.0,71.0,82.0,27.0,52.0
1075,77,83.0,73.0,72.0,75.0,61.0,84.0
1076,77,91.0,61.0,70.0,80.0,71.0,78.0
1077,77,64.0,53.0,71.0,68.0,77.0,75.0
1078,77,78.0,67.0,71.0,86.0,27.0,52.0
1079,77,81.0,52.0,77.0,75.0,70.0,72.0
1080,77,63.0,35.0,47.0,56.0,81.0,75.0
1081,77,71.0,67.0,74.0,76.0,73.0,75.0
1082,77,69.0,73.0,78.0,77.0,61.0,70.0
1083,77,93.0,70.0,66.0,81.0,33.0,64.0
1084,77,82.0,49.0,73.0,78.0,72.0,72.0
1085,77,45.0,42.0,45.0,55.0,77.0,82.0
1086,77,76.0,71.0,70.0,79.0,58.0,70.0
1087,77,80.0,68.0,73.0,78.0,72.0,66.0
1088,77,50.0,52.0,66.0,63.0,77.0,79.0
1089,77,81.0,71.0,73.0,77.0,44.0,70.0
1091,77,73.0,37.0,50.0,50.0,76.0,84.0
1092,77,73.0,32.0,56.0,57.0,76.0,78.0
1093,77,69.0,70.0,79.0,79.0,62.0,68.0
1095,77,77.0,42.0,66.0,72.0,76.0,76.0
1096,77,47.0,59.0,73.0,65.0,78.0,74.0
1097,77,48.0,41.0,52.0,50.0,79.0,71.0
1098,77,82.0,65.0,75.0,83.0,54.0,59.0
1100,77,69.0,67.0,77.0,78.0,40.0,62.0
1102,77,67.0,76.0,63.0,73.0,44.0,79.0
1103,77,85.0,64.0,68.0,72.0,70.0,77.0
1104,77,84.0,74.0,73.0,80.0,35.0,65.0
1105,77,73.0,67.0,77.0,77.0,67.0,73.0
1106,77,62.0,72.0,79.0,72.0,62.0,74.0
1107,77,70.0,76.0,59.0,68.0,40.0,79.0
1108,77,71.0,55.0,77.0,75.0,74.0,72.0
